sentences,article,N_sentence,is_propaganda,affin_score
"Of course, this means it is the affiliating monastery’s formation team that would make the determination to dismiss recalcitrant, “neo-pelagian” postulants and novices.
",758386255,188,non-propaganda,0.0
"~
",758386255,189,non-propaganda,0.0
"This brings us to about article 155 of the document.
",758386255,190,non-propaganda,0.0
"Part two to come.
",758386255,191,non-propaganda,0.0
"_______________
",758386255,192,non-propaganda,0.0
"[1] It would seem, therefore, that a useful task for someone writing about what this pope intends for nuns would be to read Sponsa Christi Ecclesia as well as Francis’ Apostolic Constitution and make a careful comparison.
",758386255,193,non-propaganda,4.0
"I’m not going to do that here, but it might be helpful to examine the two documents with the help of a expert at some point.
",758386255,194,non-propaganda,4.0
"[2] Worth remembering, however, is the fact that it was Benedict the “conservative,” not Francis, who appointed Braz de’ Aviz in the office to replace Cardinal Rode – presumably under that good old “conservative” rubric of the “big umbrella” – under whom these culpably belated attempts to save US religious life were started.
",758386255,195,non-propaganda,8.0
"[3] Just considering the numbers of course.
",758386255,196,non-propaganda,0.0
"Leaving alone the doctrinal issues.
",758386255,197,non-propaganda,-2.0
"[4] “The same Institute” means the order in question, whether Benedictine, Dominican, Carmelite etc.
",758386255,198,non-propaganda,0.0
"[5] I’d love to hear from some monastic superior who had the nerve to tell Rome, “Actually, given that all our neighbours in religion are raging neo-modernist heretics, if not schismatics, we think ‘isolation’ is a desirable thing – like quarantine during an outbreak of Bubonic Plague – and would therefore like to be dispensed from the federation requirement.” I’d pay good money to see the shade of purple the well-fed Braz de’Aviz turned.
",758386255,199,propaganda,8.0
"[6] “justice and beneficence” are considered on behalf of the community, not the patient
",758386255,200,non-propaganda,2.0
"[7] Bioethicists take it as read that in order for a life to have sufficient “quality” it must demonstrate sufficient autonomy.
",758386255,201,non-propaganda,2.0
"Dependence upon the care of others is, quite literally, a capital offence.
",758386255,202,propaganda,0.0
"[8] Readers may think I’m exaggerating the danger of material motivations for suppressing monasteries, but as we will see, the distinction between the federations and the Holy See is also a matter of paperwork and it is well to recall that the secretary for the Congregation for Religious, Jose Rodrigues Carballo, was a person of interest to international police agencies for the loss of “tens of millions” of Euros from the coffers of the Franciscan Friars Minor, the original Franciscan order of which he had been the head.
",758386255,203,non-propaganda,-5.0
"Shortly after Carballo’s appointment, it was revealed that the Swiss prosecutor’s office was investigating the money missing from the Friars Minor in connection with drugs, money laundering operations and gun running.
",758386255,204,non-propaganda,-3.0
"Carballo was Francis’ very first appointment, April 6, 2013, three weeks after the Conclave and it was to him that the pope gave the task of the destruction of the FFIs, and a major part of that operation was to separate the FFIs from real assets valued at about 30 million Euros.
",758386255,205,non-propaganda,-1.0
"[9] So much for the principle of subsidiarity.
",758386255,206,non-propaganda,0.0
"I can imagine what a monastery founded by a committee would be like to live in.
",758386255,207,non-propaganda,2.0
"[10] We’ll pass over “dynamic fidelity” in silence for now…
",758386255,208,propaganda,0.0
"American in China injured in 'sonic attack' similar to Cuba
",758469195,1,non-propaganda,-3.0
"© Provided by Al Jazeera Secretary of State Mike Pompeo said the US was moving medical teams to China over the 'sonic attack' [Leah Millis/ Reuters]
",758469195,3,non-propaganda,-1.0
"US Secretary of State Mike Pompeo said a brain injury sustained by an American official in a ""sonic attack"" in China was similar to those that affected US and Canadian diplomats in Cuba.
",758469195,4,non-propaganda,-4.0
"Pompeo's remarks on Wednesday came hours after the US embassy in China issued a health warning to Americans living there over an ""unusual"" auditory or sensory phenomena.
",758469195,5,non-propaganda,-3.0
"The embassy said a US government employee in the southern city of Guangzhou reported experiencing a ""subtle and vague, but abnormal, sensations of sound and pressure"", which led to a mild brain injury.
",758469195,6,non-propaganda,-5.0
"Pompeo told the House Foreign Affairs Committee the ""sonic attack"" in China was similar to the incidents in Cuba last year.
",758469195,7,non-propaganda,-1.0
"""The medical indications are very similar and entirely consistent with the medical indications that have taken place to Americans working in Cuba,"" he said.
",758469195,8,non-propaganda,0.0
"The US was moving medical teams to the area to work on the case, he said.
",758469195,9,non-propaganda,0.0
"""We are working to figure out what took place both in Havana and now in China as well,"" Pompeo said.
",758469195,10,non-propaganda,0.0
"China's foreign ministry did not comment immediately.
",758469195,11,non-propaganda,0.0
"Heather Nauert, the state department spokeswoman, said the US embassy learned on Friday that the Guangzhou employee showed concussion symptoms after medical testing.
",758469195,12,non-propaganda,0.0
"That is the same clinical finding doctors treating the Cuba patients at the University of Philadelphia found.
",758469195,13,non-propaganda,0.0
"The Guangzhou worker started experiencing ""a variety of symptoms"" starting in late 2017 that lasted through April this year, Nauert said.
",758469195,14,non-propaganda,0.0
"The worker was sent to the US for further evaluation, she added.
",758469195,15,non-propaganda,0.0
"In Cuba last year, 24 diplomats and their family members were left with mysterious injuries resembling brain trauma, which were suspected of being caused by a ""sonic attack"".
",758469195,16,non-propaganda,-7.0
"Ten Canadian diplomats and their relatives also suffered similar illnesses.
",758469195,17,non-propaganda,-4.0
"The still-unexplained incidents sparked a rift in US-Cuban relations, while investigators have chased theories including a sonic attack, an electromagnetic weapon, or a flawed spying device.
",758469195,18,non-propaganda,-4.0
"Symptoms, sounds and sensations reportedly varied dramatically from person to person, according to The Associated Press.
",758469195,19,non-propaganda,0.0
"Some have permanent hearing loss or concussions, while others suffered nausea, headaches and ear-ringing.
",758469195,20,non-propaganda,-5.0
"Some struggle with concentration or common word recall.
",758469195,21,non-propaganda,-2.0
"Beware sonic weapon attacks, US tells citizens in China
",758472954,1,propaganda,-1.0
"An employee of the American embassy in Guangzhou was diagnosed with a mild traumatic brain injury
",758472954,3,non-propaganda,-5.0
"The US has warned its citizens in China to be vigilant for “abnormal sensations of sound and pressure” as it opened an investigation into whether officials were targeted with a sonic weapon that caused a brain injury.
",758472954,4,non-propaganda,-2.0
"An American government employee stationed in the southern city of Guangzhou recently reported “subtle and vague, but abnormal, sensations of sound and pressure”, the embassy in China said yesterday.
",758472954,5,non-propaganda,-3.0
"The employee was diagnosed with a mild traumatic brain injury in an incident with echoes of suspected “sonic attacks” on American diplomats in Cuba last year.
",758472954,6,non-propaganda,-7.0
"Mike Pompeo, the US secretary of state, said that medical teams were travelling to Guangzhou to investigate.
",758472954,7,non-propaganda,0.0
"The government employee’s symptoms were “very similar and entirely consistent” with those suffered in Cuba, he…
",758472954,8,non-propaganda,-2.0
"US embassy worker in China suffers 'brain injury' amid 'sonic attack' fears
",758477392,1,non-propaganda,-5.0
"A US embassy worker in China has reported experiencing ""abnormal sensations of sounds and pressure"" amid fears of a ""sonic attack"".
",758477392,3,propaganda,-2.0
"The state department has issued a health alert to its citizens in the country, adding that the unnamed staff member's symptoms indicate a ""mild traumatic brain injury"".
",758477392,4,non-propaganda,-6.0
"The findings echo similar reports that caused the US to recall non-essential embassy staff from Cuba in 2017, after at least 24 US citizens suffered symptoms indicating they had been deliberately and covertly targeted.
",758477392,5,non-propaganda,-2.0
"US investigators are looking into whether the employee in China has been affected by a ""sonic attack"", which was one of the theories behind the still-unexplained illnesses suffered in Havana.
",758477392,6,propaganda,-6.0
"The unnamed government worker was based in the southeast port city of Guangzhou, where an American consulate is based.
",758477392,7,non-propaganda,0.0
"He has now been flown back to the US for assessment, according to reports.
",758477392,8,non-propaganda,0.0
"The state department has issued a health alert to its staff in China, which states: ""While in China, if you experience any unusual acute auditory or sensory phenomena accompanied by unusual sounds or piercing noises, do not attempt to locate their source.
",758477392,9,propaganda,-1.0
"""Instead, move to a location where the sounds are not present.""
",758477392,10,non-propaganda,0.0
"Image: US secretary of state Mike Pompeo is set to meet with Chinese foreign minister Wang Yi on Wednesday
",758477392,11,non-propaganda,0.0
"The embassy in Beijing said it could not link the case in China to the health issues suffered by its staff in Cuba.
",758477392,12,propaganda,-2.0
"In an email to citizens in China, the state department said: ""A US government employee in China recently reported subtle and vague, but abnormal, sensations of sound and pressure.
",758477392,13,non-propaganda,-3.0
"""The US government is taking these reports seriously and has informed its official staff in China of this event.""
",758477392,14,non-propaganda,0.0
"They added that they are not sure what has caused the employee's symptoms.
",758477392,15,non-propaganda,0.0
"The US Secretary of Mike Pompeo has said he is concerned about the ""serious health incident"" that has affected an embassy worker in Guangzhou.
",758477392,16,non-propaganda,-3.0
"China's foreign ministry and national health commission did not immediately respond to questions about the findings, the Associated Press reported.
",758477392,17,non-propaganda,0.0
"The US reduced its workforce in Havana, Cuba, in 2017 after its personnel and their families reported experiencing a range of health issues.
",758477392,18,propaganda,0.0
"Investigators have drawn theories including that were targeted by sonic attacks, where the symptoms included dizziness, headaches and vomiting.
",758477392,19,propaganda,-4.0
"The attacks can sometimes be carried out by emitting ""infrasounds"", which are low frequency noises that can affect human hearing if they are loud enough.
",758477392,20,propaganda,-1.0
"However, Dr Toby Heys told the New Scientist in 2017 that an infrasound attack wouldn't be ""very covert"" as a ""large array of subwoofers"" would be needed.
",758477392,21,propaganda,-1.0
"Image: The US recalled non-essential embassy staff from Havana, Cuba, after potential sonic attacks in 2017
",758477392,22,propaganda,-1.0
"The other type is an ""ultrasound"" attack, whereby a high frequency noise inaudible to human ears can be targeted easily at potential victims.
",758477392,23,propaganda,-4.0
"They can damage parts of the ear such as hairs that pick up sounds, but again it is reported that large equipment would be needed for such an attack.
",758477392,24,propaganda,-4.0
"Other theories behind the health issues in Cuba include the use of electromagnetic weapons, which can target highly-focused energy at potential victims.
",758477392,25,propaganda,-1.0
"This can include a laser, microwaves, or particle beams.
",758477392,26,non-propaganda,0.0
"Investigators also speculated that a flawed spy device could be behind the victims' ailments in Cuba.
",758477392,27,non-propaganda,-6.0
"The US expelled 15 Cuban diplomats from the US after the alleged acoustic attacks.
",758477392,28,propaganda,-3.0
"Secretary of state Mike Pompeo met with Chinese foreign minister Wang Yi in Washington on Wednesday.
",758477392,29,non-propaganda,0.0
"They were expected to discuss a planned meeting between President Donald Trump and the North Korea leader Kim Jong-Un, but concerns about the incident in Guangzhou are likely to have been raised.
",758477392,30,non-propaganda,0.0
"China and the US are considered strategic rivals for influence in Asia, but conduct hundreds of billions of dollars of annual trade with each other.
",758477392,31,non-propaganda,0.0
"Witness: Muslim Democrat IT Aide Awan Wiretapped Her, Then Bank Account She Controlled Was Drained
",758512204,1,non-propaganda,-2.0
"Longtime Geller Report readers have been hearing about this cybersecurity breach by Muslim IT staffers for well over a year.
",758512204,3,non-propaganda,-2.0
"The Democrat leadership collusion with Muslim spies is the biggest story of treason and espionage in the recent memory, and yet for month after month the media has refused to cover it.
",758512204,4,propaganda,-4.0
"Instead, they’re so hellbent on destroying President Trump that they have directed all their energy to retailing Soviet fictions and titillating porn stories.
",758512204,5,propaganda,-3.0
"House investigators found the House server was being used for nefarious purposes: the alleged Muslim spies were removing information and sending it for foreign actors.
",758512204,6,propaganda,0.0
"take our poll - story continues below
",758512204,7,non-propaganda,0.0
"Whom do you consider to be the most corrupt Democrat Politician?
",758512204,8,non-propaganda,-3.0
"Whom do you consider to be the most corrupt Democrat Politician?
",758512204,9,non-propaganda,-3.0
"Whom do you consider to be the most corrupt Democrat Politician?
",758512204,10,non-propaganda,-3.0
"* Dianne Feinstein Maxine Waters Adam Schiff Chuck Schumer Kamala Harris Kirsten Gillibrand Keith Ellison Cory Booker
",758512204,11,non-propaganda,0.0
"Email *
",758512204,12,non-propaganda,0.0
"Email This field is for validation purposes and should be left unchanged.
",758512204,13,non-propaganda,0.0
"Completing this poll grants you access to Freedom Outpost updates free of charge.
",758512204,14,non-propaganda,4.0
"You may opt out at anytime.
",758512204,15,non-propaganda,0.0
"You also agree to this site's Privacy Policy and Terms of Use.
",758512204,16,non-propaganda,1.0
"The aides named are Imran Awan, his wife Hina Alvi, his brothers Abid and Jamal, and his friend Rao Abbas, Pakistani-born aides.
",758512204,17,propaganda,1.0
"And the father of Muslim spy ring Imran Awan transferred a USB drive to a Pakistani senator and former head of a Pakistani intelligence agency.
",758512204,18,propaganda,0.0
"Capitol Police are looking into the massive amounts of data the Awans reportedly downloaded off the congressional system, thousands of illegal logins made on the official system, possible theft of tens of thousands of dollars in congressional equipment and fraud and sent to foreign governments and groups.
",758512204,19,non-propaganda,-7.0
"No wonder the Democrats tried to squirrel these jihad spies out of the country.
",758512204,20,propaganda,-1.0
"Congress must investigate and act.
",758512204,21,propaganda,0.0
"“Witness Said Awan Wiretapped Her, Then Bank Account She Controlled Was Drained,” by Luke Rosiak, Daily Caller News Foundation, May 21, 2018 (thanks to Todd):
",758512204,22,non-propaganda,0.0
"After former Democratic IT aide Imran Awan allegedly threatened his stepmother not to talk to police, her email account was accessed in suspicious ways and a lawyer for one of Awan’s brothers found out she emailed the FBI on specific dates and lashed out at her: “You’re a liar, aren’t you?” Days after that, a bank account the stepmother controlled was almost completely drained through a payment to Imran’s brother, Abid Awan, bank records show — but she said she is too afraid to press criminal charges because she claims he has threatened her.
",758512204,23,propaganda,-18.0
"The stepmother, Samina Gilani, also previously said Imran stole two laptops from her.
",758512204,24,non-propaganda,-2.0
"Imran, Abid and Jamal Awan — along with Imran’s wife, Hina Alvi, and a friend — worked as IT administrators for 1 out of every 5 House Democrats and could read all their emails and files until police banned them from the network in February 2017for “numerous violations of House security policies.” Months later, none of the family is in jail, and the stepmother and other witnesses have said Imran and Abid have used their freedom to try to steer the outcome of the case since, including by threatening them not to cooperate with authorities, TheDCNF previously reported.
",758512204,25,non-propaganda,-3.0
"In April 2016, the House’s Chief Administrative Officer (CAO) detected allegedly falsified purchase orders, and the Inspector General quickly expanded the scope to investigate cyber violations, finding that members of the Awan family improperly accessed congressmen’s servers and the House Democratic Caucus server thousands of times.
",758512204,26,non-propaganda,-7.0
"Though House officials suspected that equipment was being stolen, the Capitol Police did not search their homes, The Daily Caller News Foundation learned, and did not ban them from the network until nearly a year later.
",758512204,27,non-propaganda,-5.0
"In the meantime, evidence appears to have been compromised: In December 2016, the CAO notified congressmen that the caucus server had physically disappeared.
",758512204,28,non-propaganda,-1.0
"Though Abid played a prominent role in the late-2016 IG report, he has not been arrested, with congressmen saying a criminal investigation is ongoing.
",758512204,29,non-propaganda,-4.0
"In January 2017, in the days around his father’s death, Abid removed Gilani as the beneficiary of his father’s life insurance and replaced her with himself, which led to a lawsuit, TheDCNF previously reported.
",758512204,30,non-propaganda,-4.0
"Abid’s attorney, Jim Bacon, used the life insurance lawsuit to force Gilani to sit for a sworn deposition Oct. 4, 2017 in which he told her to reveal what she told the FBI about the congressional criminal probe and tried to get her to find out details from investigators.
",758512204,31,non-propaganda,-5.0
"In one exchange, Bacon knew that she had emailed with the FBI.
",758512204,32,non-propaganda,0.0
"BACON Q: [redacted] is your email address, isn’t it?
",758512204,33,non-propaganda,0.0
"And you send emails from that address including two emails to the FBI, didn’t you?
",758512204,34,non-propaganda,0.0
"GILANI A: Yes, a long time ago.
",758512204,35,non-propaganda,1.0
"Q: No, not a long time ago.
",758512204,36,non-propaganda,-1.0
"March 5th, 2017.
",758512204,37,non-propaganda,0.0
"March 6th, 2017.
",758512204,38,non-propaganda,0.0
"Ma’am, you lied to me, didn’t you?
",758512204,39,propaganda,-2.0
"You lied to me, didn’t you?
",758512204,40,propaganda,-2.0
"You’re a liar, aren’t you?
",758512204,41,propaganda,-3.0
"A: I forgot about that.
",758512204,42,non-propaganda,-1.0
"It was not in my mind.
",758512204,43,propaganda,0.0
"BACON: Ah.
",758512204,44,non-propaganda,0.0
"I think we need to take a break before I explode.
",758512204,45,propaganda,0.0
"Bacon did not respond to questions from the TheDCNF about how he knew Gilani had emailed the FBI on those dates….
",758512204,46,non-propaganda,0.0
"Article posted with permission from Pamela Geller
",758512204,47,non-propaganda,0.0
"Pamela Geller's commitment to freedom from jihad and Shariah shines forth in her books
",758512204,48,non-propaganda,4.0
"U.S. warns of 'sonic attacks' in China
",758669180,1,non-propaganda,-3.0
"BEIJING -- The U.S. State Department is warning U.S. citizens in China that a government employee reported unusual ""sensations of sound and pressure"" and was later diagnosed with a mild traumatic brain injury -- a case that recalls a wave of so-called sonic attacks on U.S. diplomats in Cuba.
",758669180,3,non-propaganda,-10.0
"A health alert sent Wednesday said a U.S. government employee assigned to the southern Chinese city of Guangzhou reported ""subtle and vague, but abnormal, sensations of sound and pressure.""
",758669180,4,non-propaganda,-4.0
"The notification said the department was not aware of any other cases inside or outside the diplomatic community.
",758669180,5,non-propaganda,0.0
"But signaling the depth of their concern, the U.S. Embassy in Beijing and all five U.S. consulates in the country held town hall meetings Wednesday so employees could ask questions and raise concerns.
",758669180,6,non-propaganda,0.0
"State Department spokesman Heather Nauert said the United States will send a medical team to Guangzhou next week to conduct baseline medical evaluations of all employees who desire one.
",758669180,7,non-propaganda,2.0
"""The department is taking this incident very seriously and is working to determine the cause and impact of the incident,"" Nauert said.
",758669180,8,non-propaganda,0.0
"Though the State Department has not linked this case to any other incident, news of unusual symptoms hitting U.S. government employees recalled a rash of incidents with U.S. and Canadian diplomats working in Cuba.
",758669180,9,non-propaganda,-2.0
"The United States last year decided to withdraw a large number of embassy staff from Cuba after diplomats stationed there complained of symptoms such as hearing loss, dizziness, tinnitus, visual difficulties, headaches and fatigue.
",758669180,10,non-propaganda,-6.0
"The American Foreign Service Association said then that government employees had been diagnosed with ""mild traumatic brain injury and permanent hearing loss, with such additional symptoms as loss of balance, severe headaches, cognitive disruption, and brain swelling.""
",758669180,11,non-propaganda,-15.0
"Details about the Guangzhou case are still emerging.
",758669180,12,non-propaganda,0.0
"Jinnie Lee, a spokesman for the U.S. Embassy in Beijing, said that from late 2017 to April 2018, a government employee assigned to Guangzhou reported a variety of physical symptoms.
",758669180,13,non-propaganda,0.0
"The employee was sent to the United States for evaluation and treatment.
",758669180,14,non-propaganda,1.0
"On May 18, the embassy learned that the diagnosis was mild traumatic brain injury.
",758669180,15,non-propaganda,-5.0
"""The medical indications are very similar, and entirely consistent with, the medical indications that were taking place to Americans working in Cuba,"" Secretary of State Mike Pompeo said Wednesday during testimony in Congress.
",758669180,16,non-propaganda,0.0
"""The Chinese government has assured us they are also investigating and taking appropriate measures,"" Lee said.
",758669180,17,non-propaganda,2.0
"The health alert advised that U.S. citizens in China should consult a medical professional if they experience any symptoms.
",758669180,18,non-propaganda,-1.0
"""While in China, if you experience any unusual acute auditory or sensory phenomena accompanied by unusual sounds or piercing noises, do not attempt to locate their source,"" the alert advised.
",758669180,19,non-propaganda,-1.0
"""Instead, move to a location where the sounds are not present.""
",758669180,20,non-propaganda,0.0
"A Section on 05/24/2018
",758669180,21,non-propaganda,0.0
"Islamizing the Schools: The Case of West Virginia
",758756657,1,non-propaganda,0.0
"This is an outrage, but it is common nationwide: the Daily Caller News Foundation reports that Mountain Ridge Middle School in West Virginia is “instructing junior high students to write the Islamic profession of faith ostensibly to practice calligraphy.” Students are made to write out the Shahada, which states: “There is no god but Allah, and Muhammad is the messenger of Allah.”This is exactly what I warned about in my book, Stop the Islamization of America: A Practical Guide to the Resistance , in the chapter “The Mosqueing of the Public Schools.”In order to convert to Islam, one says the shahada.
",758756657,3,propaganda,-5.0
"Saying the shahada makes you a Muslim.
",758756657,4,propaganda,0.0
"The shahada is what is on the black flag of jihad.
",758756657,5,propaganda,0.0
"No non-Muslim student should be forced to write or say the shahada without the qualifier “Muslims believe that…” This is because it is a statement of faith.
",758756657,6,non-propaganda,-1.0
"If the school exercise is requiring students to write it, it should be clear from the wording of the exercise that this is Islamic faith, not the student’s faith.
",758756657,7,non-propaganda,3.0
"That distinction has been glossed over in many, many school textbook presentations.
",758756657,8,non-propaganda,0.0
"This is in West Virginia, not Baghdad.
",758756657,9,non-propaganda,0.0
"And it’s a problem not just in West Virginia – it’s a national problem.
",758756657,10,propaganda,-4.0
"take our poll - story continues below
",758756657,11,non-propaganda,0.0
"Whom do you consider to be the most corrupt Democrat Politician?
",758756657,12,non-propaganda,-3.0
"Whom do you consider to be the most corrupt Democrat Politician?
",758756657,13,non-propaganda,-3.0
"Whom do you consider to be the most corrupt Democrat Politician?
",758756657,14,non-propaganda,-3.0
"* Dianne Feinstein Maxine Waters Adam Schiff Chuck Schumer Kamala Harris Kirsten Gillibrand Keith Ellison Cory Booker
",758756657,15,non-propaganda,0.0
"Email *
",758756657,16,non-propaganda,0.0
"Email This field is for validation purposes and should be left unchanged.
",758756657,17,non-propaganda,0.0
"Completing this poll grants you access to Freedom Outpost updates free of charge.
",758756657,18,non-propaganda,4.0
"You may opt out at anytime.
",758756657,19,non-propaganda,0.0
"You also agree to this site's Privacy Policy and Terms of Use.
",758756657,20,non-propaganda,1.0
"Rich Penkoski, the father of a Mountain Ridge student, contacted me and explained the situation further.
",758756657,21,non-propaganda,2.0
"He sent me the packets the school gave out for the Jewish and the Christian lessons and commented:
",758756657,22,non-propaganda,0.0
"Notice no bible verses, no reciting the 10 commandments or the Lord’s prayer.
",758756657,23,non-propaganda,-2.0
"No practicing writing in Hebrew (not even the 10 commandments) as compared to the Islamic packet.
",758756657,24,non-propaganda,-1.0
"There are no statements of faith, nothing asking the students to write it or practice in any of the Jewish or Christian rituals.
",758756657,25,non-propaganda,0.0
"Furthermore the principal of Mountain Ridge Middle School Dr.
",758756657,26,non-propaganda,0.0
"Branch has used my words against me by saying the teacher did tell the students about the Lord’s prayer (my daughter as well as 1 other said this is false)[.]
",758756657,27,non-propaganda,-1.0
"He is using my arguments I made to him yesterday to protect the teacher.
",758756657,28,non-propaganda,1.0
"The teacher today told the students the assignment was optional.
",758756657,29,non-propaganda,0.0
"My daughter as well as other students were under the impression all the packet assignments were mandatory (the Jewish one and the Christian ones were mandatory).
",758756657,30,non-propaganda,-2.0
"I wrote to Dr.
",758756657,31,non-propaganda,0.0
"Branch to share with him the resource that Miss Hinson used and point out that the material she gave the students did not include all the faith aspects for Christianity.
",758756657,32,non-propaganda,0.0
"The students received 2 pages for Christianity from this resource while all the Islamic sections were left intact.
",758756657,33,non-propaganda,2.0
"Here’s the link for you to review.
",758756657,34,non-propaganda,0.0
"You will notice all the faith elements were left out for Judaism and Christianity while the Islamic section was left the way it’s presented.
",758756657,35,non-propaganda,1.0
"https://www.gvsd.org/cms/lib/PA01001045/Centricity/Domain/610/World%20Religions.pdf So she decided to use the extra resources for Islam and the school is saying that’s not indoctrination or proselytizing?
",758756657,36,non-propaganda,0.0
"The faith aspects and the same considerations were not given to the others as they were for Islam.
",758756657,37,non-propaganda,1.0
"This actually further proves my point that Islam was afforded special privilege over the others.
",758756657,38,non-propaganda,0.0
"The school is backtracking and being deceptive to try and weasel out of this.
",758756657,39,non-propaganda,-3.0
"The teacher today clarified things for the students but that still does not excuse the fact that they are teaching the Islamic faith and asking the kids to participate in Sharia.
",758756657,40,non-propaganda,0.0
"Look at the Islamic packet again.
",758756657,41,non-propaganda,0.0
"They are asking the kids to write the beginning of Surahs.
",758756657,42,non-propaganda,0.0
"The teacher still has not corrected the error that calligraphy was started by the arabs.
",758756657,43,non-propaganda,-2.0
"They are doubling down and only after being called on it are they trying to backtrack.
",758756657,44,non-propaganda,0.0
"Rich Penkoski is hardly the first to protest this egregious submission to the most vicious and brutal ideology on the face of the Earth.
",758756657,45,propaganda,-5.0
"In Volusia County, Florida, hundreds protested Islamic lessons in their “World History” text, a Common Core-approved high school history textbook.
",758756657,46,non-propaganda,2.0
"With an entire chapter dedicated to the virtues of Islam and not a single chapter for Christianity, the textbook had Floridians in a frenzy.
",758756657,47,propaganda,-1.0
"And who is the biggest pusher of Common Core besides leftist progressives?
",758756657,48,non-propaganda,0.0
"The Islamic Society of North America, a Muslim Brotherhood front group, along with the Hamas-tied Council on American-Islamic Relations (CAIR).
",758756657,49,non-propaganda,0.0
"In Florida, CAIR is on the offensive (more here).
",758756657,50,non-propaganda,-2.0
"We have seen the increasing Islamization of the public-school curriculum.
",758756657,51,propaganda,0.0
"History lessons in Islam are dawah – proselytizing for Islam.
",758756657,52,non-propaganda,0.0
"Large public-school publishers have been bought by the Saudis.
",758756657,53,non-propaganda,0.0
"In West Virginia, it gets even worse.
",758756657,54,non-propaganda,-3.0
"Rich Penkoski has alerted me to the latest development in the forced Islamization of his children’s school curriculum: after the Daily Caller and Geller Report exposed what was happening, Mountain Ridge administrators and teachers began messaging parents who were sharing the story, asking them to remove their posts.
",758756657,55,propaganda,0.0
"What do they have to hide?
",758756657,56,non-propaganda,-1.0
"Apparently, a great deal.
",758756657,57,non-propaganda,3.0
"Worse still, Penkoski is now being threatened by students who attend the school with his daughter.
",758756657,58,propaganda,-5.0
"(And who is behind them?
",758756657,59,non-propaganda,0.0
"Unidentified “adult friends.”)
",758756657,60,non-propaganda,0.0
"He sent this message to me:
",758756657,61,non-propaganda,0.0
"A student in the school threatened to get her adult friends to come to my home and kill me by stabbing me in the chest and ripping my organs out.
",758756657,62,propaganda,-5.0
"They told my daughter “we are gonna get some people and kill your dad.” This student, who is known to me but whom I cannot name because she is a minor, has given students our address and is encouraging them to come to my home over this whole thing.
",758756657,63,propaganda,-1.0
"Another student told my daughter that she and the first student and her adult friends are going to kill me and carve a satanic star in my chest and rip out my organs.
",758756657,64,propaganda,-3.0
"They then threatened to hang my 3-year-old and 1-year-old and kidnap my 14-year-old.
",758756657,65,propaganda,-4.0
"All this in school today because of the articles.
",758756657,66,non-propaganda,0.0
"This is not a joke and needs to be investigated.
",758756657,67,non-propaganda,2.0
"I have contacted the school’s principal, Dr.
",758756657,68,non-propaganda,0.0
"Branch, and I trust that he will take this matter seriously and deal with it appropriately.
",758756657,69,non-propaganda,4.0
"Is the principal acting on this?
",758756657,70,propaganda,0.0
"And do the police have any interest in this?
",758756657,71,propaganda,1.0
"Or would that be “islamofauxbic”?
",758756657,72,propaganda,0.0
"Article posted with permission from Pamela Geller
",758756657,73,non-propaganda,0.0
"Pamela Geller's commitment to freedom from jihad and Shariah shines forth in her books
",758756657,74,non-propaganda,4.0
"Another Sound Weapon Used To ATTACK US Diplomats: This Time In China
",758812201,1,non-propaganda,-1.0
"A United States government employee assigned to the American consulate in Guangzhou, China suffered a mild traumatic brain injury similar to those reported by diplomats in Cuba.
",758812201,3,non-propaganda,-6.0
"The unnamed worker reported, “subtle and vague, but abnormal, sensations of sound and pressure.”
",758812201,4,non-propaganda,-3.0
"The government employee experienced the symptoms from late 2017 until April of 2018, according to the U.S. State Department.
",758812201,5,non-propaganda,0.0
"“The employee was sent to the United States for further evaluation.
",758812201,6,non-propaganda,1.0
"On May 18, 2018, the Embassy learned that the clinical findings of this evaluation matched mild traumatic brain injury (MTBI),” Jinnie Lee, U.S. Embassy spokesperson in Beijing, told Gizmodo by email.
",758812201,7,non-propaganda,-5.0
"“The Chinese government has assured us they are also investigating and taking appropriate measures,” Lee continued.
",758812201,8,non-propaganda,2.0
"But this isn’t the first time a sound weapon has been used on American diplomats.
",758812201,9,non-propaganda,0.0
"Cuba has been accused of using a similar device to cause brain trauma in Americans at the embassy in Havana.
",758812201,10,non-propaganda,-5.0
"It all started in the fall of 2016.
",758812201,11,non-propaganda,0.0
"Several of the affected diplomats were recent arrivals at the embassy, which reopened in 2015 as part of Barack Obama’s reestablishment of diplomatic relations with Cuba.
",758812201,12,non-propaganda,-1.0
"The Daily Mail reported that one diplomat described being jolted awake in a Havana hotel room by a grinding, blaring cacophony.
",758812201,13,non-propaganda,0.0
"When he moved a few feet across the room, the noise stopped.
",758812201,14,non-propaganda,-1.0
"When he got back into bed, the agonizing sound hit him again; as if, he told doctors, he had walked through some invisible wall cutting straight down the middle of his room.
",758812201,15,propaganda,-3.0
"Whether they heard anything or not, the consequences have been unmistakable — symptoms ranging from nosebleeds, nausea, dizziness and severe headaches to mild brain damage and permanent hearing or memory loss.
",758812201,16,non-propaganda,-8.0
"Oddly, as soon as some of the victims left Cuba, they stopped hearing noises.
",758812201,17,non-propaganda,-4.0
"–SHTFPlan
",758812201,18,non-propaganda,0.0
