,Unnamed: 0,sentence_id,sentences,article_id,Unnamed: 4,label,flesch_reading_ease,smog_index,flesch_kincaid_grade,coleman_liau_index,automated_readability_index,dale_chall_readability_score,difficult_words,linsear_write_formula,gunning_fog,text_standard,sentiment_polarity,sentiment_subjectivity,Unnamed: 0,0,GPE,CARDINAL,ORG,NORP,PERSON,DATE,TIME,LOC,ORDINAL,EVENT,WORK_OF_ART,FAC,LAW,PRODUCT,MONEY,QUANTITY,PERCENT,LANGUAGE
6031,6031,13,"In short, a total surrender policy leading to future regime change.
",757713354,14,propaganda,8.9,11.06,11.36,5,7.6,60.31,22.58,6.5,0.0,7th and 8th grade,0.0,0.39166666666666666,0,,1.0,,,,,,,,,,,,,,,,,
6032,6032,14,"Hardly an encouragement for North Korea.
",757713354,15,non-propaganda,9.8,12.98,9.2,2,10.4,31.55,15.73,3.0,0.0,9th and 10th grade,-0.2916666666666667,0.5416666666666666,0,,2.0,,,,,,,,,,,,,,,,,
6033,6033,15,"North Korea was right on target when it accused arch-neocon John Bolton of trying to sabotage the peace deal.
",757713354,16,non-propaganda,10.9,10.21,9.57,6,8.3,69.11,20.23,11.5,0.0,9th and 10th grade,0.2857142857142857,0.5357142857142857,0,,2.0,,,,1.0,,,,,,,,,,,,,
6034,6034,16,"In 2005-2006, Bolton served as the Bush administration’s ambassador to the UN.
",757713354,17,non-propaganda,11.3,13.27,6.86,2,6.8,67.76,11.47,7.0,0.0,6th and 7th grade,0.0,0.0,0,,1.0,,1.0,,2.0,1.0,,,,,,,,,,,,
6035,6035,17,"He established a tradition for the post of being anti-Muslim, pro-Israel and anti-Russian, a policy continued to this day by the current US UN rep, loud-mouthed neocon Nikki Haley.
",757713354,18,non-propaganda,17.9,12.31,11.61,12,15.8,33.58,28.15,20.5,0.0,11th and 12th grade,0.0,0.4,0,,3.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,
6036,6036,18,"In the 2005-2006 period, after years of negotiations, the US and North Korea were close to a nuclear/peace deal.
",757713354,19,non-propaganda,11.6,10.21,7.9,4,9.5,60.65,16.02,12.5,0.0,9th and 10th grade,0.0,0.0,0,,3.0,,,,,1.0,,,,,,,,,,,,
6037,6037,19,"Enter John Bolton.
",757713354,20,non-propaganda,6.8,5.35,0.15,0,0.9,93.81,1.2,0.5,0.0,0th and 1st grade,0.0,0.0,0,,1.0,,,,1.0,,,,,,,,,,,,,
6038,6038,20,"He succeeded in sabotaging the US-North Korea deal.
",757713354,21,non-propaganda,9.1,11.56,9.95,3,10.0,37.98,18.2,5.0,0.0,9th and 10th grade,0.0,0.0,0,,3.0,,,,,,,,,,,,,,,,,
6039,6039,21,"Why?
",757713354,22,non-propaganda,2.6,-22.21,0.05,0,-3.5,121.22,0.4,-0.5,0.0,-1th and 0th grade,0.0,0.0,0,,1.0,,,,,,,,,,,,,,,,,
6040,6040,22,"Because Bolton, as an arch neocon, was fanatically pro-Israel and feared that North Korea might provide nuclear technology to Israel’s foes.
",757713354,23,propaganda,16.2,15.03,10.69,8,12.7,41.7,23.64,13.5,0.0,10th and 11th grade,0.0,0.0,0,,4.0,,,,1.0,,,,,,,,,,,,,
6041,6041,23,"As usual with the neocons, Israel’s interests came before those of the United States.
",757713354,24,non-propaganda,10.1,11.53,8.84,4,7.6,65.73,17.03,7.0,0.0,7th and 8th grade,-0.25,0.25,0,,3.0,,,,,,,,,,,,,,,,,
6042,6042,24,"Trump’s newly named Secretary of State, Michael Pompeo, is also an ardent neocon.
",757713354,25,non-propaganda,10.4,11.7,10.35,5,7.2,66.74,20.58,6.5,0.0,6th and 7th grade,0.13636363636363635,0.4545454545454545,0,,1.0,,2.0,,1.0,,,,,,,,,,,,,
6043,6043,25,"Last week, Bolton went onto US TV and actually suggested North Korea might follow the course set by Libya, of all places.
",757713354,26,non-propaganda,11.2,8.53,7.6,4,9.5,66.07,16.07,13.0,0.0,7th and 8th grade,0.0,0.08333333333333334,0,,4.0,,,,1.0,1.0,,,,,,,,,,,,
6044,6044,26,"Libya’s then ruler, Muammar Kadaffi, bought some nuclear equipment from Pakistan so he could hand it over to the US as a gesture of cooperation after the Bush administration invaded Iraq.
",757713354,27,non-propaganda,18.1,12.31,9.76,9,15.4,40.01,24.01,19.5,0.0,-1th and 0th grade,0.0,0.0,0,,5.0,,,,2.0,,,,,,,,,,,,,
6045,6045,27,"The handover was done with much fanfare, then the US, France and Britain attacked Libya and overthrew Kadaffi.
",757713354,28,propaganda,12.2,11.77,8.92,5,6.8,78.59,18.31,8.0,0.0,6th and 7th grade,0.2,0.2,0,,6.0,,,,,,,,,,,,,,,,,
6046,6046,28,"The hapless Libyan leader was eventually murdered by French agents.
",757713354,29,propaganda,11.4,14.88,8.87,3,7.2,61.33,16.0,5.0,0.0,8th and 9th grade,-0.3,0.5,0,,1.0,,,2.0,,,,,,,,,,,,,,
6047,6047,29,"War at the Top of the ... Eric Margolis Best Price: $2.60 Buy New $24.57 (as of 09:00 EDT - Details)
",757713354,30,non-propaganda,3.4,2.0,6.6,3,4.6,78.75,10.12,4.75,0.0,4th and 5th grade,0.5454545454545454,0.4181818181818182,0,,1.0,,1.0,,1.0,,1.0,,,,,,,,2.0,,,
6048,6048,30,"Is this what Bolton has in mind for North Korea?
",757713354,31,propaganda,2.4,3.86,5.71,1,2.5,95.17,8.0,4.0,0.0,3rd and 4th grade,0.0,0.0,0,,2.0,,,,1.0,,,,,,,,,,,,,
6049,6049,31,"The Northerners certainly seemed to think so.
",757713354,32,non-propaganda,9.0,12.36,6.24,1,6.0,64.37,8.51,4.5,0.0,8th and 9th grade,0.21428571428571427,0.5714285714285714,0,,1.0,,,1.0,,,,,,,,,,,,,,
6050,6050,32,"Some wondered if Bolton and perhaps Pompeo were trying to sabotage the North Korea deal.
",757713354,33,non-propaganda,9.6,10.72,9.64,5,8.0,64.71,19.33,7.5,0.0,7th and 8th grade,0.0,0.0,0,,2.0,,1.0,,1.0,,,,,,,,,,,,,
6051,6051,33,"Or were at least being incredibly obtuse and belligerent.
",757713354,34,propaganda,9.3,12.5,9.35,3,10.3,36.96,16.93,5.5,0.0,9th and 10th grade,0.30000000000000004,0.65,0,,1.0,,,,,,,,,,,,,,,,,
6052,6052,34,"Was Trump involved in this intrigue?
",757713354,35,propaganda,6.7,9.15,9.2,2,2.1,90.77,15.73,2.0,0.0,1st and 2nd grade,0.0,0.0,0,,1.0,,,,,,,,,,,,,,,,,
6053,6053,35,"Hard to tell.
",757713354,36,non-propaganda,-1.2,-4.29,0.15,0,0.9,93.81,1.2,0.5,0.0,0th and 1st grade,-0.2916666666666667,0.5416666666666666,0,,1.0,,,,,,,,,,,,,,,,,
6054,6054,36,"But he can’t be happy.
",757713354,37,non-propaganda,-1.1,-0.85,0.25,0,0.5,100.24,2.0,1.5,0.0,-1th and 0th grade,0.8,1.0,0,,1.0,,,,,,,,,,,,,,,,,
6055,6055,37,"His minions and bootlickers are promoting Trump for the Nobel Prize – rather ahead of events.
",757713354,38,propaganda,9.8,10.73,8.38,4,6.0,80.62,16.4,8.0,0.0,5th and 6th grade,0.0,0.0,0,,1.0,,1.0,,,,,,,,,,,,,,,
6056,6056,38,"Or was the US military rattling its sabers and trying to protect its huge investments in North Asia?
",757713354,39,non-propaganda,9.6,9.16,8.04,4,8.0,70.13,16.09,11.0,0.0,7th and 8th grade,0.15000000000000002,0.5,0,,2.0,,,,,,,1.0,,,,,,,,,,
6057,6057,39,"The Pentagon takes a dim view of the proposed Korean nuclear accords.
",757713354,40,non-propaganda,7.7,9.85,10.81,5,10.3,42.38,21.47,8.0,0.0,10th and 11th grade,0.1,0.5,0,,1.0,,1.0,1.0,,,,,,,,,,,,,,
6058,6058,40,"The burst of sweetness and light coming from Pyongyang just sounds too good to be true.
",757713354,41,propaganda,8.0,8.52,5.42,1,4.8,89.08,8.9,7.0,0.0,8th and 9th grade,0.4833333333333334,0.65,0,,2.0,,,,,,,,,,,,,,,,,
6059,6059,41,"Veteran Korea observers, this writer included, find it hard to believe Kim Jong-un will give up his nuclear weapons, particularly after seeing Trump’s deceit in dealing with Iran and Kadaffi’s murder.
",757713354,42,non-propaganda,20.1,14.34,10.27,10,15.4,40.01,25.3,19.5,0.0,19th and 20th grade,-0.04166666666666668,0.2916666666666667,0,,4.0,,1.0,,1.0,,,,,,,,,,,,,
6060,6060,42,"Speaking of de-nuclearization, why does North Korea not demand that the US get rid of its nuclear weapons based in South Korea, Okinawa, Guam and with the 7th Fleet?
",757713354,43,non-propaganda,15.5,9.93,8.34,6,12.2,58.96,19.88,17.5,0.0,9th and 10th grade,0.0,0.0,0,,6.0,,1.0,,,,,,,,,,,,,,,
6061,6061,43,"Many are targeted on North Korea.
",757713354,44,non-propaganda,4.3,6.25,9.2,2,6.8,56.93,15.73,3.0,0.0,6th and 7th grade,0.5,0.5,0,,2.0,,,,,,,,,,,,,,,,,
6062,6062,44,"US nuclear weapons are based on Diego Garcia in the Indian Ocean.
",757713354,45,non-propaganda,6.1,7.93,6.86,2,5.6,76.22,11.47,7.0,0.0,6th and 7th grade,0.0,0.0,0,,2.0,,,,,,,2.0,,,,,,,,,,
6063,6063,45,"Others are secretly based in Japan.
",757713354,46,non-propaganda,5.9,8.17,9.2,2,4.5,73.85,15.73,3.0,0.0,4th and 5th grade,-0.4,0.7,0,,2.0,,,,,,,,,,,,,,,,,
6064,6064,46,"Why not demand the US pull out all its 28,500 troops in South Korea and some 2,000 military technicians at air bases?
",757713354,47,non-propaganda,10.3,7.49,7.6,4,8.3,74.53,16.07,13.0,0.0,7th and 8th grade,-0.1,0.1,0,,3.0,2.0,,,,,,,,,,,,,,,,
6065,6065,47,"Conclusively halt those spring and fall military maneuvers that raise the threat of war.
",757713354,48,non-propaganda,11.1,13.22,7.71,3,7.6,65.73,14.17,9.0,0.0,7th and 8th grade,-0.1,0.1,0,,1.0,,,,,1.0,,,,,,,,,,,,
6066,6066,48,"End the trade embargo of North Korea that amounts to high level economic warfare.
",757713354,49,non-propaganda,8.8,10.32,8.84,4,7.6,65.73,17.03,8.0,0.0,7th and 8th grade,0.18,0.37,0,,2.0,,,,,,,,,,,,,,,,,
6067,6067,49,"Establish normal diplomatic relations.
",757713354,50,non-propaganda,23.0,27.55,19.62,4,21.4,-51.03,41.6,4.0,0.0,-1th and 0th grade,0.15,0.6499999999999999,0,,1.0,,,1.0,,,,,,,,,,,,,,
6068,6068,50,"Pyongyang has not even begun to raise these issues.
",757713354,51,non-propaganda,6.1,8.67,7.59,2,3.3,87.72,12.49,3.5,0.0,3rd and 4th grade,0.0,0.0,0,,2.0,,,,,,,,,,,,,,,,,
6069,6069,51,"Smiles and hugs are premature.
",757713354,52,non-propaganda,6.5,8.44,7.04,1,2.9,83.32,10.0,2.5,0.0,2nd and 3rd grade,0.0,0.0,0,,1.0,,,,,,,,,,,,,,,,,
6070,6070,52,"The Best of Eric Margolis
",757713354,53,non-propaganda,1.8,3.8,10.2,2,2.9,83.32,18.0,2.5,0.0,2nd and 3rd grade,1.0,0.3,0,,,,,,,,,,,,,,,,,,,
6071,6071,0,"EXPERIMENTAL Ebola Vaccine Will Be Administered In Congo As Ebola Death Toll Climbs
",757843275,1,non-propaganda,11.2,13.96,10.35,5,11.9,32.9,20.58,7.5,0.0,11th and 12th grade,0.1,0.4,0,,1.0,,,,,,,,,,,,,,,,,
6072,6072,2,"An experimental Ebola vaccine is being rolled out in Congo as the death toll from the infectious disease continues to climb.
",757843275,3,propaganda,12.6,11.43,9.94,7,11.5,50.16,21.73,13.5,0.0,11th and 12th grade,0.1,0.4,0,,2.0,,,,,,,,,,,,,,,,,
6073,6073,3,"The vaccination campaign will begin today.
",757843275,4,non-propaganda,11.4,14.95,9.2,2,10.4,31.55,15.73,3.0,0.0,9th and 10th grade,0.0,0.0,0,,1.0,,,,,1.0,,,,,,,,,,,,
6074,6074,4,"“The vaccination campaign begins tomorrow, Monday, in Mbandaka, capital of the province,” Minister of Health Oly Ilunga told The Associated Press as reported by 9 News Australia.
",757843275,5,non-propaganda,18.8,14.8,10.82,10,17.4,18.69,25.61,20.5,0.0,-1th and 0th grade,0.0,0.0,0,,2.0,,3.0,,,1.0,,,,,,,,,,,,
6075,6075,5,"“It will target, first, the health staff, the contacts of the sick and the contacts of the contacts.” The World Health Organization has been warning about the “Ebola situation” in Congo, and it appears their only solution is an experimental vaccine.
",757843275,6,propaganda,23.2,12.49,9.91,11,19.3,29.86,27.13,26.5,0.0,26th and 27th grade,-0.09107142857142858,0.6476190476190476,0,,2.0,,1.0,,,,,,1.0,,,,,,,,,
6076,6076,6,"An experimental vaccine is one that has never been tried on humans before.
",757843275,7,non-propaganda,7.9,9.5,7.93,3,8.4,58.28,14.43,6.5,0.0,7th and 8th grade,0.1,0.4,0,,1.0,,,,,,,,,,,,,,,,,
6077,6077,7,"Ebola hemorrhagic fever, seen mostly only in Africa, is one of the world’s most feared diseases.
",757843275,8,non-propaganda,10.7,11.08,7.39,3,7.2,72.16,13.9,8.0,0.0,7th and 8th grade,0.25,0.75,0,,1.0,,,,,,,1.0,,,,,,,,,,
6078,6078,8,"It begins with flu-like symptoms, followed by bloody diarrhea and vomiting.
",757843275,9,non-propaganda,12.3,14.77,11.36,5,8.8,51.85,22.58,6.5,0.0,8th and 9th grade,-0.8,0.9,0,,1.0,,,,,,,,,,,,,,,,,
6079,6079,9,"Days later, some victims begin bleeding through the nose, mouth, and eyes.
",757843275,10,non-propaganda,9.7,10.83,8.18,3,5.6,76.22,14.8,5.0,0.0,5th and 6th grade,0.0,0.0,0,,1.0,,,,,1.0,,,,,,,,,,,,
6080,6080,10,"Depending on the strain of the Ebola virus, it can kill up to 90% of victims.
",757843275,11,propaganda,5.1,4.17,7.39,3,6.0,80.62,13.9,8.0,0.0,5th and 6th grade,0.0,0.0,0,,1.0,,,,,,,,,,,,,,,,1.0,
6081,6081,11,"There is no cure for Ebola.
",757843275,12,non-propaganda,-0.5,0.45,6.57,1,0.9,99.23,9.07,2.0,0.0,-1th and 0th grade,0.0,0.0,0,,1.0,,,,,,,,,,,,,,,,,
6082,6082,12,"The virus is spread through direct contact with the blood or secretions of an infected person.
",757843275,13,non-propaganda,10.1,11.08,7.39,3,7.2,72.16,13.9,9.0,0.0,6th and 7th grade,0.1,0.4,0,,1.0,,,,,,,,,,,,,,,,,
6083,6083,13,"So, is the Ebola virus reaching a terrifying enough level that an experimental vaccine is warranted?
",757843275,14,propaganda,11.9,12.87,10.35,6,11.9,38.32,21.4,11.0,0.0,11th and 12th grade,-0.3,0.6333333333333333,0,,1.0,,,,,,,,,,,,,,,,,
6084,6084,14,"The death toll has reached 26 and the vaccine will be rolled out at Mbandaka, the north-western city of 1.2 million recently struck by the outbreak.
",757843275,15,non-propaganda,14.0,9.81,7.36,4,9.9,70.47,16.55,16.0,0.0,9th and 10th grade,0.0,0.25,0,,2.0,2.0,,,,,,,,,,,,,,,,
6085,6085,15,"Since the virus is spread through direct contact, an isn’t airborne, it isn’t nearly as deadly as it could be.
",757843275,16,non-propaganda,10.2,8.53,7.79,4,8.7,68.1,16.0,9.0,0.0,8th and 9th grade,-0.05,0.4,0,,1.0,,,,,,,,,,,,,,,,,
6086,6086,16,"Read more here about Ebola and how it is transmitted:
",757843275,17,non-propaganda,4.8,6.76,7.29,2,3.7,86.71,12.0,5.0,0.0,4th and 5th grade,0.5,0.5,0,,1.0,,,,,,,,,,,,,,,,,
6087,6087,17,"Initially, the campaign will target 600 people, mainly medical staff, contacts of suspected cases, and those who have been in contact with the contacts, Ilunga said.
",757843275,18,non-propaganda,17.1,13.12,11.0,10,13.4,45.09,25.78,16.0,0.0,10th and 11th grade,0.0,0.0,0,,1.0,1.0,1.0,,,,,,,,,,,,,,,
6088,6088,18,"Officials are working urgently to prevent the disease from spreading beyond Mbandaka, which lies on the Congo River, a busy traffic corridor, and is an hour’s flight from the capital.
",757843275,19,non-propaganda,17.9,12.49,10.91,11,15.0,41.03,26.67,20.0,0.0,10th and 11th grade,0.1,0.3,0,,1.0,,1.0,,,,,1.0,,,,,,,,,,
6089,6089,19,"The spread of Ebola from a rural area to Mbandaka has raised alarm as Ebola can spread more quickly in urban centers.
",757843275,20,propaganda,10.3,8.01,8.32,5,9.5,66.07,17.89,12.0,0.0,9th and 10th grade,0.16666666666666666,0.16666666666666666,0,,2.0,,,,,,,,,,,,,,,,,
6090,6090,20,"The fever can cause severe internal bleeding that is often fatal.
",757843275,21,non-propaganda,8.0,10.54,9.92,4,6.4,68.77,18.95,5.5,0.0,5th and 6th grade,0.0,0.0,0,,1.0,,,,,,,,,,,,,,,,,
6091,6091,21,"Meaning, the virus itself doesn’t actually kill.
",757843275,22,non-propaganda,11.0,14.04,10.75,3,10.7,30.53,19.94,3.5,0.0,10th and 11th grade,0.0,0.1,0,,1.0,,,,,,,,,,,,,,,,,
6092,6092,22,"The immune system’s response to the virus is what’s deadly.
",757843275,23,non-propaganda,7.6,10.24,10.45,4,4.8,78.25,20.0,4.0,0.0,4th and 5th grade,-0.2,0.4,0,,1.0,,,,,,,,,,,,,,,,,
6093,6093,23,"ZMapp is also an experimental drug that could aid in the recovery from the Ebola virus.
",757843275,24,non-propaganda,8.0,8.52,7.39,3,8.4,63.7,13.9,9.0,0.0,8th and 9th grade,0.1,0.4,0,,1.0,,1.0,,,,,,,,,,,,,,,
6094,6094,24,"But, like the vaccine being administered, it has not been tested for safety or efficacy yet.
",757843275,25,non-propaganda,9.6,9.63,8.38,4,9.5,55.24,16.4,9.0,0.0,9th and 10th grade,0.0,0.0,0,,1.0,,,,,,,,,,,,,,,,,
6095,6095,25,"It is not a vaccine – it is a therapeutic drug.
",757843275,26,non-propaganda,0.3,1.02,7.05,2,5.2,77.23,11.67,5.5,0.0,5th and 6th grade,0.0,0.0,0,,1.0,,,,,,,,,,,,,,,,,
6096,6096,26,"Of the seven people given the drug so far, two have died.
",757843275,27,non-propaganda,3.0,3.58,0.6,0,4.4,84.68,4.8,5.0,0.0,4th and 5th grade,0.1,1.0,0,,1.0,2.0,,,,,,,,,,,,,,,,
6097,6097,27,"ZMapp show “promise,” although scientific results are not definitive.
",757843275,28,non-propaganda,15.5,19.63,11.1,4,8.0,53.88,21.38,5.5,0.0,7th and 8th grade,0.0,0.0,0,,1.0,,1.0,,,,,,,,,,,,,,,
6098,6098,28,"The risk of Ebola spreading within Congo is “very high,” according to authorities, and the disease could also move into nine neighboring countries, the World Health Organization has warned.
",757843275,29,propaganda,19.4,14.92,10.52,10,15.8,33.58,25.39,18.5,0.0,18th and 19th grade,0.208,0.7020000000000001,0,,2.0,1.0,1.0,,,,,,,,,,,,,,,
6099,6099,29,"The WHO, however, stopped short of declaring the outbreak a global health emergency.
",757843275,30,non-propaganda,11.5,13.04,9.14,4,7.2,66.74,17.51,7.5,0.0,7th and 8th grade,0.0,0.15,0,,1.0,,1.0,,,,,,,,,,,,,,,
6100,6100,30,"WHO said there should not be restrictions on international travel or trade.
",757843275,31,non-propaganda,10.1,12.75,8.18,3,8.0,59.3,14.8,7.0,0.0,7th and 8th grade,0.0,0.0,0,,1.0,,1.0,,,,,,,,,,,,,,,
6101,6101,31,"In the meantime, it’s important to prevent oneself from contracting the virus.
",757843275,32,non-propaganda,11.3,13.73,9.5,4,8.0,59.3,18.13,7.0,0.0,9th and 10th grade,0.4,1.0,0,,1.0,,,,,,,,,,,,,,,,,
6102,6102,32,"Unfortunately, health care workers are at the greatest risk as they try to cull the suffering: which is why they will be the first to get the experimental vaccine.
",757843275,33,non-propaganda,15.2,9.93,8.34,6,12.2,58.96,19.88,17.5,0.0,9th and 10th grade,0.2125,0.6833333333333333,0,,1.0,,,,,,,,1.0,,,,,,,,,
6103,6103,33,"For their sake, let’s hope it works better than this year’s flu vaccine.
",757843275,34,propaganda,7.2,8.16,5.5,1,3.6,92.12,8.28,5.5,0.0,5th and 6th grade,0.5,0.5,0,,1.0,,,,,1.0,,,,,,,,,,,,
6104,6104,0,"People Call On White House To Pardon Oregon Ranchers Steve & Dwight Hammond
",757964238,1,non-propaganda,9.7,12.28,8.18,3,6.8,67.76,14.8,5.5,0.0,6th and 7th grade,0.0,0.0,0,,,,1.0,,,,,,,,,,,,,,,
6105,6105,2,"A couple of years ago, I introduced you to the Hammon family, a rancher family out of Oregon that was targeted after the patriarch in the family and his son went to jail for doing what ranchers do, setting fires to protect property and livestock.
",757964238,3,non-propaganda,22.3,9.24,9.73,11,19.7,34.26,27.78,29.5,0.0,9th and 10th grade,-0.1,0.0,0,,2.0,,,,1.0,1.0,,,,,,,,,,,,
6106,6106,3,"However, in the day and age of unmitigated ""terrorism"" charges, once they served their sentence the federal government went after both men for more time inside their prison for profit system.
",757964238,4,propaganda,18.7,12.66,7.72,5,14.2,48.47,18.85,20.5,0.0,18th and 19th grade,0.5,0.5,0,,1.0,,,,,1.0,,,,,,,,,,,,
6107,6107,4,"Their story ultimately led to the Malheur Wildlife Refuge protest, which led to the murder of LaVoy Finicum.
",757964238,5,non-propaganda,11.6,11.42,6.28,2,6.8,78.59,11.64,9.0,0.0,11th and 12th grade,0.0,1.0,0,,1.0,,,,,,,,,,,1.0,,,,,,
6108,6108,5,"Now, many who have seen what took place both in the Oregon trials and the Bundy Ranch trials are calling on President Donald Trump to issue a pardon for Steve and Dwight Hammond.
",757964238,6,non-propaganda,16.0,8.77,8.14,6,12.6,63.36,20.47,17.5,0.0,8th and 9th grade,0.5,0.5,0,,2.0,,,,4.0,,,,,,,,,,,,,
6109,6109,6,"According to the White House petition on behalf of Dwight and Steven Hammond by Protect The Harvest:
",757964238,7,non-propaganda,10.6,11.08,8.19,4,8.7,62.68,16.21,10.5,0.0,10th and 11th grade,0.0,0.0,0,,1.0,,1.0,,2.0,,,,,,,,,,,,,
6110,6110,7,"The Hammond case is viewed by many in the West, and indeed across the nation, as a manifest miscarriage of justice akin to double jeopardy.
",757964238,8,propaganda,12.9,9.23,8.67,6,10.7,63.02,19.6,14.5,0.0,8th and 9th grade,0.25,0.25,0,,1.0,,,,1.0,,,1.0,,,,,,,,,,
6111,6111,8,"take our poll - story continues below Whom do you consider to be the most corrupt Democrat Politician?
",757964238,9,non-propaganda,10.9,11.08,9.12,5,9.9,54.22,18.56,11.0,0.0,10th and 11th grade,0.0,0.75,0,,2.0,,,2.0,,,,,,,,,,,,,,
6112,6112,9,"Whom do you consider to be the most corrupt Democrat Politician?
",757964238,10,non-propaganda,7.6,10.01,9.92,4,6.4,68.77,18.95,5.5,0.0,5th and 6th grade,0.0,0.75,0,,1.0,,,2.0,,,,,,,,,,,,,,
6113,6113,10,"Whom do you consider to be the most corrupt Democrat Politician?
",757964238,11,non-propaganda,7.6,10.01,9.92,4,6.4,68.77,18.95,5.5,0.0,5th and 6th grade,0.0,0.75,0,,1.0,,,2.0,,,,,,,,,,,,,,
6114,6114,11,"* Dianne Feinstein Maxine Waters Adam Schiff Chuck Schumer Kamala Harris Kirsten Gillibrand Keith Ellison Cory Booker
",757964238,12,non-propaganda,16.6,19.02,14.3,10,11.9,38.32,31.4,10.5,0.0,11th and 12th grade,0.0,0.0,0,,,,,,4.0,,,,,,,,,,,,,
6115,6115,12,"Email *
",757964238,13,non-propaganda,12.0,-10.61,0.05,0,8.4,36.62,0.4,0.0,0.0,-1th and 0th grade,0.0,0.0,0,,1.0,,,,,,,,,,,,,,,,,
6116,6116,13,"Name This field is for validation purposes and should be left unchanged.
",757964238,14,non-propaganda,8.9,11.3,8.18,3,6.8,67.76,14.8,7.0,0.0,6th and 7th grade,0.0,0.0,0,,1.0,,,,,,,,,,,,,,,,,
6117,6117,14,"Completing this poll grants you access to Freedom Outpost updates free of charge.
",757964238,15,non-propaganda,10.4,12.63,9.14,4,7.2,66.74,17.51,6.5,0.0,6th and 7th grade,0.4,0.8,0,,1.0,,1.0,,,,,,,,,,,,,,,
6118,6118,15,"You may opt out at anytime.
",757964238,16,non-propaganda,-0.5,0.45,6.57,1,0.9,99.23,9.07,2.0,0.0,-1th and 0th grade,0.0,0.0,0,,1.0,,,,,,,,,,,,,,,,,
6119,6119,16,"You also agree to this site's Privacy Policy and Terms of Use.
",757964238,17,non-propaganda,5.0,6.02,6.86,2,5.6,76.22,11.47,7.0,0.0,6th and 7th grade,0.0,0.0,0,,1.0,,,,,,,,,,,,,,,,,
6120,6120,17,"As long as Dwight and Steven Hammond remain in jail for what is obviously a gross miscarriage of justice, this matter remains a blight on the federal regulatory agencies and the criminal justice system.
",757964238,18,propaganda,19.1,11.96,9.97,10,16.6,36.97,25.36,22.0,0.0,11th and 12th grade,-0.1375,0.2375,0,,1.0,,,,2.0,,,,,,,,,,,,,
6121,6121,18,"Rural communities of the West are greatly appreciative of the efforts of the Trump administration to restore the economies of these communities.
",757964238,19,propaganda,16.1,15.14,9.75,7,14.2,32.22,21.53,15.0,0.0,14th and 15th grade,0.3,0.45,0,,1.0,,,1.0,,,,1.0,,,,,,,,,,
6122,6122,19,"We respectfully ask President Trump to pardon Dwight and Steven Hammond.
",757964238,20,non-propaganda,11.1,14.25,8.49,3,7.6,60.31,15.31,6.5,0.0,7th and 8th grade,0.5,0.7,0,,1.0,,,,3.0,,,,,,,,,,,,,
6123,6123,20,"I completely agree with that assessment and fully support President Trump pardoning these men.
",757964238,21,propaganda,13.2,15.71,9.97,5,9.9,48.81,19.89,11.0,0.0,9th and 10th grade,0.1,0.4,0,,1.0,,,,1.0,,,,,,,,,,,,,
6124,6124,21,"They are the furthest thing from terrorists.
",757964238,22,propaganda,8.3,11.55,8.5,2,6.0,64.37,14.23,3.5,0.0,8th and 9th grade,0.0,0.0,0,,1.0,,,,,,,,,,,,,,,,,
6125,6125,22,"They are hard-working, family ranchers who simply were doing their job.
",757964238,23,propaganda,10.6,12.62,9.92,4,7.6,60.31,18.95,6.5,0.0,7th and 8th grade,0.0,0.35714285714285715,0,,1.0,,,,,,,,,,,,,,,,,
6126,6126,23,"I've written on the Hammond's case in several articles, which you can view below.
",757964238,24,non-propaganda,8.8,9.04,6.59,2,7.6,65.73,11.31,8.0,0.0,7th and 8th grade,0.0,0.0,0,,1.0,,,,1.0,,,,,,,,,,,,,
6127,6127,24,"Many of you followed these stories when the mainstream wouldn't cover them.
",757964238,25,non-propaganda,10.1,12.28,6.86,2,5.6,76.22,11.47,5.0,0.0,6th and 7th grade,0.5,0.5,0,,1.0,,,,,,,,,,,,,,,,,
6128,6128,25,"Many of you followed Bundy Ranch until after the trials, but when we asked for people to step up and sign a petition to bring Bundy Ranch prosecutor Steven Myhre to justice for his crimes, we couldn't get 1,000 signatures.
",757964238,26,non-propaganda,20.2,9.24,7.99,6,16.5,47.8,22.0,23.0,0.0,16th and 17th grade,0.5,0.5,0,,1.0,1.0,,,3.0,,,,,,,,,,,,,
6129,6129,26,"Please, put yourself in the position of these humble ranchers and consider if you would appreciate someone simply taking the time to put their name on a petition to which the President of the united States might have to respond to by setting these men free.
",757964238,27,non-propaganda,23.4,10.23,8.66,8,18.9,41.71,25.36,28.0,0.0,18th and 19th grade,0.06666666666666668,0.5190476190476191,0,,1.0,,,,,,,,,,,,,,,,,
6130,6130,27,"Consider that and then, please, support the petition by clicking here.
",757964238,28,non-propaganda,10.2,12.1,9.92,4,6.4,68.77,18.95,6.5,0.0,6th and 7th grade,0.0,0.0,0,,1.0,,,,,,,,,,,,,,,,,
6131,6131,0,"US staffer suffers brain injury after 'sound' incident in China | Bangkok Post: news
",758385628,1,non-propaganda,11.2,12.17,7.93,3,7.2,66.74,14.43,7.0,0.0,7th and 8th grade,-0.09999999999999998,0.55,0,,4.0,,,,,,,,,,,,,,,,,
